#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
CBDDTY010004517.1	1	2000	4	752	37.6	0.376	28.4	34
CBDDTY010004518.1	1	2000	5	939	46.95	0.514	30.5	31.6
CBDDTY010004519.1	1	2000	1	212	10.6	0.106	18.1	60
CBDDTY010004520.1	1	2000	1	141	7.05	0.0705	26	2
CBDDTY010004521.1	1	2000	7	870	43.5	0.621	33.8	18.3
CBDDTY010004522.1	1	2000	1	236	11.8	0.118	28.9	16
CBDDTY010004523.1	1	2000	1	97	4.85	0.0485	23.5	0
CBDDTY010004524.1	1	2000	4	733	36.65	0.4995	31	51.8
CBDDTY010004525.1	1	2000	5	611	30.55	0.436	33.1	26.6
CBDDTY010004526.1	1	2000	6	1070	53.5	0.608	30.5	43.5
CBDDTY010004527.1	1	2000	3	296	14.8	0.2095	35.1	49.3
CBDDTY010004528.1	1	2000	6	993	49.65	0.5885	29.3	34.2
CBDDTY010004530.1	1	2000	6	759	37.95	0.4565	31.1	31.2
CBDDTY010004531.1	1	2000	22	1716	85.8	1.9615	28.6	13.7
CBDDTY010004532.1	1	2000	14	998	49.9	1.0875	29.6	1.79
CBDDTY010004533.1	1	2000	16	1145	57.25	1.4535	29.9	33.1
CBDDTY010004534.1	1	2000	7	705	35.25	0.634	28.7	46.1
CBDDTY010004535.1	1	2000	7	1185	59.25	0.9145	33	25
CBDDTY010004536.1	1	2000	8	750	37.5	0.616	28.3	39.6
CBDDTY010004537.1	1	2000	2	376	18.8	0.188	27.3	14.5
CBDDTY010004538.1	1	2000	3	506	25.3	0.253	29.2	44.3
CBDDTY010004539.1	1	2000	2	329	16.45	0.1645	31.6	53
CBDDTY010004540.1	1	2000	3	503	25.15	0.2515	34.2	35.3
CBDDTY010004541.1	1	2000	3	511	25.55	0.2555	33.4	47.3
CBDDTY010004543.1	1	2000	1	195	9.75	0.0975	35.5	0
CBDDTY010004544.1	1	2000	4	521	26.05	0.3155	31.9	0.75
CBDDTY010004545.1	1	2000	7	1158	57.9	0.719	30	45.7
CBDDTY010004546.1	1	2000	1	203	10.15	0.1015	24.6	60
CBDDTY010004547.1	1	2000	21	1388	69.4	1.746	33.9	1.43
CBDDTY010004548.1	1	2000	4	348	17.4	0.2385	34.4	14
CBDDTY010004549.1	1	2000	1	114	5.7	0.057	26.9	0
CBDDTY010004550.1	1	2000	9	1197	59.85	0.795	28.3	23.2
CBDDTY010004552.1	1	2000	4	609	30.45	0.38	32.6	30.5
CBDDTY010004553.1	1	2000	13	1351	67.55	1.28	32	4.54
CBDDTY010004555.1	1	2000	2	409	20.45	0.2045	25.7	35
CBDDTY010004556.1	1	2000	6	514	25.7	0.3845	29.1	24.5
CBDDTY010004557.1	1	2000	1	66	3.3	0.033	44.1	1
CBDDTY010004558.1	1	2000	3	457	22.85	0.2285	30.8	26.7
CBDDTY010004559.1	1	2000	8	949	47.45	0.586	29.7	38.2
CBDDTY010004561.1	1	2000	9	1022	51.1	0.8715	28.7	23.7
CBDDTY010004562.1	1	2000	7	745	37.25	0.503	27.9	45.7
CBDDTY010004563.1	1	2000	3	321	16.05	0.2225	34.6	30.3
CBDDTY010004564.1	1	2000	3	480	24	0.2835	30.7	20
CBDDTY010004565.1	1	2000	1	77	3.85	0.0385	30.1	1
CBDDTY010004566.1	1	2000	7	692	34.6	0.4185	31.7	20.3
CBDDTY010004567.1	1	2000	1	124	6.2	0.062	36.8	1
CBDDTY010004571.1	1	2000	4	562	28.1	0.37	32	52.2
CBDDTY010004572.1	1	2000	9	1139	56.95	0.99	32.8	19.7
CBDDTY010004574.1	1	2000	6	1319	65.95	1.009	29.6	32.5
CBDDTY010004575.1	1	2000	5	809	40.45	0.454	31	23.2
CBDDTY010004576.1	1	2000	3	445	22.25	0.29	31.8	59.7
CBDDTY010004577.1	1	2000	1	115	5.75	0.0575	33.8	6
CBDDTY010004579.1	1	2000	4	616	30.8	0.426	25.2	60
CBDDTY010004580.1	1	2000	2	451	22.55	0.2865	28	36
CBDDTY010004581.1	1	2000	1	127	6.35	0.0635	26.4	5
CBDDTY010004583.1	1	2000	6	762	38.1	0.4865	29.7	22.3
CBDDTY010004584.1	1	2000	4	686	34.3	0.363	30.8	56
CBDDTY010004585.1	1	2000	7	765	38.25	0.5255	31.3	33.3
CBDDTY010004586.1	1	2000	16	1113	55.65	1.319	32.8	13.4
CBDDTY010004587.1	1	2000	1	106	5.3	0.053	23.4	1
CBDDTY010004588.1	1	2000	3	447	22.35	0.269	29.8	40.7
CBDDTY010004589.1	1	2000	5	963	48.15	0.5005	33.9	37.8
CBDDTY010004590.1	1	2000	7	605	30.25	0.6155	33.7	9.29
CBDDTY010004591.1	1	2000	4	446	22.3	0.311	26.4	34.8
CBDDTY010004592.1	1	2000	3	651	32.55	0.3255	30.6	36.7
CBDDTY010004593.1	1	2000	9	1272	63.6	0.961	27.3	59.3
CBDDTY010004594.1	1	2000	8	990	49.5	0.7985	34.3	45.9
CBDDTY010004595.1	1	2000	18	856	42.8	1.641	29.9	5.78
CBDDTY010004596.1	1	2000	4	569	28.45	0.3235	27.5	1.5
CBDDTY010004597.1	1	2000	6	564	28.2	0.419	31.5	21.5
CBDDTY010004598.1	1	2000	9	534	26.7	0.8525	28.9	15.6
CBDDTY010004599.1	1	2000	1	212	10.6	0.106	29.7	60
CBDDTY010004600.1	1	2000	1	88	4.4	0.044	38.2	10
CBDDTY010004601.1	1	2000	5	849	42.45	0.4245	32.4	49.4
CBDDTY010004602.1	1	2000	2	278	13.9	0.2215	26.2	60
CBDDTY010004608.1	1	1000	1	139	13.9	0.139	17.8	24
CBDDTY010004609.1	1	1000	3	316	31.6	0.574	28.9	24.7
CBDDTY010004613.1	1	1000	3	273	27.3	0.418	29.3	40.3
CBDDTY010004616.1	1	1000	3	491	49.1	0.491	33	27
CBDDTY010004618.1	1	1000	2	230	23	0.23	32	20.5
CBDDTY010004619.1	1	1000	1	140	14	0.14	34.2	60
CBDDTY010004624.1	1	1000	2	376	37.6	0.376	29.6	45.5
CBDDTY010004627.1	1	1000	9	349	34.9	1.673	30.9	1.78
CBDDTY010004628.1	1	1000	1	230	23	0.23	29.4	60
CBDDTY010004629.1	1	1000	9	698	69.8	1.498	28.7	18.2
CBDDTY010004630.1	1	1000	1	160	16	0.16	27.7	1
CBDDTY010004632.1	1	1000	1	133	13.3	0.133	30.9	49
CBDDTY010004634.1	1	1000	1	89	8.9	0.089	32.7	3
CBDDTY010004635.1	1	1000	2	219	21.9	0.283	29.4	9.5
CBDDTY010004636.1	1	1000	2	282	28.2	0.282	27.4	6.5
CBDDTY010004637.1	1	1000	2	246	24.6	0.246	25	0
CBDDTY010004638.1	1	1000	2	434	43.4	0.434	22.5	23.5
CBDDTY010004640.1	1	1000	2	407	40.7	0.413	24.9	0.5
CBDDTY010004642.1	1	1000	6	405	40.5	0.835	27.3	0.833
CBDDTY010004643.1	1	1000	5	737	73.7	1.035	31.4	11.6
CBDDTY010004644.1	1	1000	2	158	15.8	0.255	28.1	36.5
CBDDTY010004645.1	1	1000	3	656	65.6	0.813	34.2	30.7
CBDDTY010004648.1	1	1000	1	76	7.6	0.076	29.2	0
CBDDTY010004649.1	1	1000	11	431	43.1	2.186	31.8	8.91
CBDDTY010004650.1	1	1000	1	190	19	0.19	35.8	60
CBDDTY010004651.1	1	1000	6	476	47.6	1.072	35.7	21.8
CBDDTY010004652.1	1	1000	4	699	69.9	0.785	31.8	48.8
CBDDTY010004653.1	1	1000	1	250	25	0.25	31.9	60
CBDDTY010004654.1	1	1000	1	148	14.8	0.148	35.9	60
CBDDTY010004655.1	1	1000	2	346	34.6	0.533	32.3	56
CBDDTY010004656.1	1	1000	3	276	27.6	0.437	29.6	29.3
CBDDTY010004657.1	1	1000	3	135	13.5	0.279	30.7	14
CBDDTY010004658.1	1	1000	2	363	36.3	0.363	36.9	60
CBDDTY010004659.1	1	1000	1	156	15.6	0.156	39	7
CBDDTY010004660.1	1	1000	6	786	78.6	1.026	28.4	16.5
CBDDTY010004662.1	1	1000	1	101	10.1	0.101	26.5	11
CBDDTY010004663.1	1	1000	2	294	29.4	0.294	30.6	11.5
CBDDTY010004664.1	1	1000	2	208	20.8	0.274	33.7	32.5
CBDDTY010004667.1	1	1000	1	131	13.1	0.131	40.4	0
CBDDTY010004668.1	1	1000	3	333	33.3	0.523	30.1	18.7
CBDDTY010004669.1	1	1000	6	593	59.3	0.84	30.3	31.3
CBDDTY010004674.1	1	1000	1	73	7.3	0.073	18	4
CBDDTY010004675.1	1	1000	3	389	38.9	0.518	34.3	10
CBDDTY010004676.1	1	1000	1	155	15.5	0.155	27.7	40
CBDDTY010004677.1	1	1000	1	177	17.7	0.177	33.7	17
CBDDTY010004679.1	1	1000	6	562	56.2	1.273	26.9	47.5
CBDDTY010004680.1	1	1000	5	358	35.8	0.715	31.1	35.8
CBDDTY010004682.1	1	1000	1	121	12.1	0.121	36	10
CBDDTY010004685.1	1	1000	5	542	54.2	0.968	31.5	25.8
CBDDTY010004687.1	1	1000	1	125	12.5	0.125	27.4	4
CBDDTY010004689.1	1	1000	3	482	48.2	0.509	35.9	0.333
CBDDTY010004690.1	1	1000	3	376	37.6	0.477	32.4	0.667
CBDDTY010004691.1	1	1000	4	483	48.3	0.631	33.4	30
CBDDTY010004693.1	1	1000	1	95	9.5	0.095	25.1	3
CBDDTY010004695.1	1	1000	2	288	28.8	0.288	32.4	60
CBDDTY010004696.1	1	1000	3	455	45.5	0.586	32.5	37
CBDDTY010004697.1	1	1000	2	164	16.4	0.217	36	9.5
CBDDTY010004698.1	1	1000	1	127	12.7	0.127	44.1	1
CBDDTY010004700.1	1	1000	3	380	38	0.568	29.3	11
CBDDTY010004701.1	1	1000	4	567	56.7	0.836	28.9	50.5
CBDDTY010004703.1	1	1000	2	425	42.5	0.427	28.4	35
CBDDTY010004704.1	1	1000	1	203	20.3	0.203	30.7	13
CBDDTY010004705.1	1	1000	1	289	28.9	0.289	25.1	19
CBDDTY010004707.1	1	1000	1	148	14.8	0.148	36.8	25
CBDDTY010004708.1	1	1000	3	293	29.3	0.618	28.4	0.667
CBDDTY010004709.1	1	1000	2	236	23.6	0.297	29.7	54
CBDDTY010004711.1	1	1000	1	62	6.2	0.062	39.9	1
CBDDTY010004713.1	1	1000	1	278	27.8	0.278	28.3	1
CBDDTY010004717.1	1	1000	1	247	24.7	0.247	11.3	19
CBDDTY010004719.1	1	1000	1	142	14.2	0.142	32.7	24
CBDDTY010004720.1	1	1000	1	225	22.5	0.225	23	60
CBDDTY010004721.1	1	1000	1	132	13.2	0.132	29.6	44
CBDDTY010004722.1	1	1000	1	158	15.8	0.158	24.8	10
CBDDTY010004723.1	1	1000	2	366	36.6	0.366	24.1	4.5
CBDDTY010004724.1	1	1000	5	536	53.6	0.838	31.6	13.2
CBDDTY010004726.1	1	1000	5	430	43	1.279	30.8	0.8
CBDDTY010004727.1	1	1000	1	68	6.8	0.068	27.5	0
CBDDTY010004729.1	1	1000	3	282	28.2	0.39	30.3	0
CBDDTY010004731.1	1	1000	3	336	33.6	0.678	32.9	35.7
CBDDTY010004732.1	1	1000	1	60	6	0.06	37.4	0
CBDDTY010004734.1	1	1000	10	822	82.2	1.707	31.6	48.9
CBDDTY010004735.1	1	1000	1	95	9.5	0.095	33.2	0
CBDDTY010004737.1	1	1000	1	125	12.5	0.125	31.2	31
CBDDTY010004740.1	1	1000	2	334	33.4	0.334	32.6	28
CBDDTY010004741.1	1	1000	1	164	16.4	0.164	30.8	1
CBDDTY010004743.1	1	1000	1	71	7.1	0.071	37.2	1
CBDDTY010004744.1	1	1000	2	388	38.8	0.388	33	15.5
CBDDTY010004745.1	1	1000	15	510	51	2.378	28.9	23.5
CBDDTY010004747.1	1	1000	2	445	44.5	0.445	27.7	47.5
CBDDTY010004748.1	1	1000	2	172	17.2	0.172	34.4	20
CBDDTY010004749.1	1	1000	2	241	24.1	0.339	42.3	36.5
CBDDTY010004750.1	1	1000	4	371	37.1	0.48	33.9	31.2
CBDDTY010004753.1	1	1000	2	300	30	0.426	25.5	6.5
CBDDTY010004754.1	1	1000	5	767	76.7	0.987	30.5	36
CBDDTY010004755.1	1	1000	3	524	52.4	0.756	35.1	18.7
CBDDTY010004757.1	1	1000	1	276	27.6	0.276	24	60
CBDDTY010004758.1	1	1000	2	167	16.7	0.167	34	10
CBDDTY010004759.1	1	1000	1	69	6.9	0.069	34.4	0
CBDDTY010004760.1	1	1000	6	418	41.8	0.723	28.9	10.2
CBDDTY010004761.1	1	1000	2	383	38.3	0.383	34.5	0.5
CBDDTY010004765.1	1	1000	1	249	24.9	0.249	36.3	1
CBDDTY010004766.1	1	1000	2	431	43.1	0.431	30.2	1
CBDDTY010004767.1	1	1000	5	498	49.8	0.768	34.1	14.6
CBDDTY010004770.1	1	1000	8	526	52.6	1.991	29.4	0.5
CBDDTY010004773.1	1	1000	6	545	54.5	0.806	27.6	16.2
CBDDTY010004775.1	1	1000	5	550	55	1.116	28.9	44.4
CBDDTY010004776.1	1	1000	3	283	28.3	0.414	31.6	0.333
CBDDTY010004777.1	1	1000	1	154	15.4	0.154	23.7	13
CBDDTY010004779.1	1	1000	1	200	20	0.2	37.3	1
CBDDTY010004780.1	1	1000	1	131	13.1	0.131	36.8	60
CBDDTY010004782.1	1	1000	1	125	12.5	0.125	25.1	1
CBDDTY010004783.1	1	1000	1	151	15.1	0.151	37.1	0
CBDDTY010004784.1	1	1000	5	577	57.7	0.943	29.2	49.6
CBDDTY010004786.1	1	1000	40	989	98.9	7.537	31.3	13.8
CBDDTY010004790.1	1	1000	1	222	22.2	0.222	29.6	5
CBDDTY010004791.1	1	1000	2	463	46.3	0.507	32.4	25.5
CBDDTY010004792.1	1	1000	1	287	28.7	0.287	26.6	60
CBDDTY010004793.1	1	1000	1	108	10.8	0.108	36	0
CBDDTY010004794.1	1	1000	7	924	92.4	1.518	31.7	55
CBDDTY010004797.1	1	1000	7	562	56.2	1.273	32	4.71
CBDDTY010004798.1	1	1000	3	376	37.6	0.689	29.5	1
CBDDTY010004800.1	1	1000	3	382	38.2	0.818	28.2	11.3
CBDDTY010004801.1	1	1000	5	414	41.4	0.828	25.5	4
CBDDTY010004804.1	1	1000	3	362	36.2	0.433	30.1	38.3
CBDDTY010004805.1	1	1000	1	144	14.4	0.144	28.5	1
CBDDTY010004809.1	1	1000	9	768	76.8	1.726	27.5	5.33
CBDDTY010004810.1	1	1000	4	334	33.4	0.527	32.9	0.75
CBDDTY010004811.1	1	1000	2	490	49	0.49	32.8	60
CBDDTY010004812.1	1	1000	1	119	11.9	0.119	36.2	8
CBDDTY010004814.1	1	1000	3	325	32.5	0.581	28.3	39
CBDDTY010004815.1	1	1000	3	500	50	0.543	32.2	34.7
CBDDTY010004816.1	1	1000	1	173	17.3	0.173	30.3	28
CBDDTY010004818.1	1	1000	1	322	32.2	0.322	32.7	60
CBDDTY010004819.1	1	1000	1	182	18.2	0.182	33.2	16
CBDDTY010004820.1	1	1000	2	296	29.6	0.296	34.2	0.5
CBDDTY010004821.1	1	1000	2	166	16.6	0.243	34.6	0.5
CBDDTY010004823.1	1	1000	5	403	40.3	0.582	31.6	7
CBDDTY010004825.1	1	1000	1	174	17.4	0.174	29.9	1
CBDDTY010004826.1	1	1000	1	182	18.2	0.182	27.7	25
CBDDTY010004827.1	1	1000	2	233	23.3	0.433	31.1	54.5
CBDDTY010004829.1	1	1000	1	128	12.8	0.128	33.1	1
CBDDTY010004830.1	1	1000	2	391	39.1	0.391	29	60
CBDDTY010004832.1	1	1000	2	161	16.1	0.313	33.7	20.5
CBDDTY010004833.1	1	1000	1	183	18.3	0.183	27.8	31
CBDDTY010004834.1	1	1000	1	59	5.9	0.059	23.8	3
CBDDTY010004835.1	1	1000	1	160	16	0.16	27.5	36
CBDDTY010004837.1	1	1000	1	186	18.6	0.186	39.5	8
CBDDTY010004838.1	1	1000	12	624	62.4	2.205	29	2.42
CBDDTY010004839.1	1	1000	1	242	24.2	0.242	20.7	60
CBDDTY010004840.1	1	1000	6	762	76.2	1.183	33.5	49.3
CBDDTY010004841.1	1	1000	1	160	16	0.16	38.6	0
CBDDTY010004842.1	1	1000	1	66	6.6	0.066	24.2	0
CBDDTY010004843.1	1	1000	3	440	44	0.568	29.8	17
CBDDTY010004844.1	1	1000	2	440	44	0.44	30.7	1
CBDDTY010004847.1	1	1000	9	766	76.6	1.24	30.8	7.89
CBDDTY010004848.1	1	1000	1	244	24.4	0.244	28	60
CBDDTY010004849.1	1	1000	1	282	28.2	0.282	32	1
CBDDTY010004850.1	1	1000	3	144	14.4	0.346	25.7	9.33
CBDDTY010004851.1	1	1000	3	219	21.9	0.264	24	0
CBDDTY010004854.1	1	1000	2	268	26.8	0.397	33.6	0
CBDDTY010004856.1	1	1000	1	74	7.4	0.074	39.4	1
CBDDTY010004857.1	1	1000	1	273	27.3	0.273	27.7	3
CBDDTY010004858.1	1	1000	3	320	32	0.32	31.5	6
CBDDTY010004859.1	1	1000	1	195	19.5	0.195	26.7	5
CBDDTY010004862.1	1	1000	1	190	19	0.19	40.4	60
CBDDTY010004863.1	1	1000	3	419	41.9	0.555	30.8	58.3
CBDDTY010004864.1	1	1000	4	313	31.3	0.685	30.8	1
CBDDTY010004865.1	1	1000	2	119	11.9	0.178	28.2	3
CBDDTY010004866.1	1	1000	20	910	91	3.76	28.8	36
CBDDTY010004867.1	1	1000	4	459	45.9	0.571	26.4	10.2
CBDDTY010004871.1	1	1000	2	181	18.1	0.262	32	18
CBDDTY010004873.1	1	1000	7	664	66.4	0.872	32	30.7
CBDDTY010004874.1	1	1000	3	650	65	0.69	34.8	40.7
CBDDTY010004876.1	1	1000	3	265	26.5	0.6	36.1	0.333
CBDDTY010004877.1	1	1000	1	324	32.4	0.324	22.4	60
CBDDTY010004878.1	1	1000	2	687	68.7	0.687	30	60
CBDDTY010004882.1	1	1000	1	206	20.6	0.206	22	27
CBDDTY010004884.1	1	1000	2	222	22.2	0.419	37.1	37.5
CBDDTY010004885.1	1	1000	2	215	21.5	0.215	23.5	1.5
CBDDTY010004886.1	1	1000	3	373	37.3	0.473	30.1	45.7
CBDDTY010004888.1	1	1000	1	134	13.4	0.134	33.3	60
CBDDTY010004892.1	1	1000	2	213	21.3	0.245	32.2	1
CBDDTY010004893.1	1	1000	1	58	5.8	0.058	19.2	7
CBDDTY010004894.1	1	1000	2	253	25.3	0.253	30.3	30
CBDDTY010004896.1	1	1000	1	93	9.3	0.093	39.4	34
CBDDTY010004897.1	1	1000	1	118	11.8	0.118	30.5	60
CBDDTY010004898.1	1	1000	2	332	33.2	0.332	33.8	23.5
CBDDTY010004900.1	1	1000	6	429	42.9	1.042	29.2	10.8
CBDDTY010004902.1	1	1000	3	298	29.8	0.374	26.4	5
CBDDTY010004903.1	1	1000	13	850	85	2.468	28.2	39.5
CBDDTY010004904.1	1	1000	1	240	24	0.24	25.2	1
CBDDTY010004906.1	1	1000	7	636	63.6	1.714	31.4	0.143
CBDDTY010004908.1	1	1000	1	135	13.5	0.135	26.8	1
CBDDTY010004910.1	1	1000	1	64	6.4	0.064	32.5	0
CBDDTY010004911.1	1	1000	2	249	24.9	0.357	31.8	1
CBDDTY010004912.1	1	1000	1	165	16.5	0.165	34	44
CBDDTY010004915.1	1	1000	1	77	7.7	0.077	37.8	1
CBDDTY010004916.1	1	1000	3	361	36.1	0.483	31.9	4.67
CBDDTY010004917.1	1	1000	4	504	50.4	0.806	27	36.5
CBDDTY010004919.1	1	1000	3	298	29.8	0.525	30.5	27.7
CBDDTY010004920.1	1	1000	2	260	26	0.262	31.1	19
CBDDTY010004921.1	1	1000	3	294	29.4	0.386	30.1	27.7
CBDDTY010004923.1	1	1000	13	481	48.1	2.319	31.5	4.15
CBDDTY010004924.1	1	1000	4	550	55	0.65	31.8	26.5
CBDDTY010004925.1	1	1000	1	90	9	0.09	26.5	1
CBDDTY010004929.1	1	1000	1	123	12.3	0.123	33.5	1
CBDDTY010004930.1	1	1000	1	139	13.9	0.139	40.6	0
CBDDTY010004933.1	1	1000	3	269	26.9	0.67	33.6	38.3
CBDDTY010004934.1	1	1000	5	450	45	0.735	31.5	0.4
CBDDTY010004936.1	1	1000	2	421	42.1	0.421	30.6	30
CBDDTY010004937.1	1	1000	4	394	39.4	0.855	29.5	46.8
CBDDTY010004938.1	1	1000	3	308	30.8	0.554	20.9	9
CBDDTY010004939.1	1	1000	3	322	32.2	0.355	30	37.3
CBDDTY010004940.1	1	1000	1	149	14.9	0.149	31.8	11
CBDDTY010004941.1	1	1000	3	312	31.2	0.316	30.9	20.7
CBDDTY010004942.1	1	1000	2	392	39.2	0.392	27.4	22.5
CBDDTY010004943.1	1	1000	4	316	31.6	0.562	31.4	15
CBDDTY010004945.1	1	1000	2	203	20.3	0.385	28.5	60
CBDDTY010004947.1	1	1000	1	422	42.2	0.422	27.8	60
CBDDTY010004949.1	1	1000	10	473	47.3	1.369	32.1	2.2
CBDDTY010004950.1	1	1000	3	244	24.4	0.372	29.3	40.3
CBDDTY010004952.1	1	1000	5	642	64.2	0.837	26.2	32.2
CBDDTY010004953.1	1	1000	3	244	24.4	0.452	31	29.7
CBDDTY010004954.1	1	1000	6	733	73.3	1.072	28.1	39.3
CBDDTY010004955.1	1	1000	5	704	70.4	0.975	31.5	50.2
CBDDTY010004957.1	1	1000	2	285	28.5	0.285	30	30.5
CBDDTY010004959.1	1	1000	1	278	27.8	0.278	28.1	60
CBDDTY010004962.1	1	1000	1	250	25	0.25	21.9	40
CBDDTY010004963.1	1	1000	1	60	6	0.06	32	1
CBDDTY010004964.1	1	1000	3	325	32.5	0.403	29.5	21
CBDDTY010004965.1	1	1000	3	332	33.2	0.458	35.2	0
CBDDTY010004967.1	1	1000	3	326	32.6	0.454	37.2	37.3
CBDDTY010004968.1	1	1000	2	177	17.7	0.226	28.3	0
CBDDTY010004969.1	1	1000	6	862	86.2	1.305	30	49.2
CBDDTY010004970.1	1	1000	1	153	15.3	0.153	30.6	0
CBDDTY010004971.1	1	1000	1	198	19.8	0.198	30.6	11
CBDDTY010004972.1	1	1000	3	638	63.8	0.691	27.8	40.3
CBDDTY010004973.1	1	1000	4	423	42.3	0.548	28.3	3.75
CBDDTY010004974.1	1	1000	1	226	22.6	0.226	35.9	30
CBDDTY010004976.1	1	1000	6	414	41.4	0.866	28	10
CBDDTY010004977.1	1	1000	1	128	12.8	0.128	29.1	1
CBDDTY010004978.1	1	1000	2	263	26.3	0.263	24.1	1
CBDDTY010004979.1	1	1000	2	563	56.3	0.563	25.5	1
CBDDTY010004980.1	1	1000	6	418	41.8	0.771	32.6	2.67
CBDDTY010004981.1	1	1000	1	75	7.5	0.075	33.5	0
CBDDTY010004984.1	1	1000	1	176	17.6	0.176	26.5	1
CBDDTY010004985.1	1	1000	1	204	20.4	0.204	28.1	34
CBDDTY010004986.1	1	1000	3	364	36.4	0.364	26.4	1
CBDDTY010004989.1	1	1000	1	217	21.7	0.217	31.8	1
CBDDTY010004990.1	1	1000	2	357	35.7	0.357	34.1	60
CBDDTY010004994.1	1	1000	2	334	33.4	0.449	30.4	6.5
CBDDTY010004995.1	1	1000	5	341	34.1	1.027	29.2	0.4
CBDDTY010004996.1	1	1000	2	289	28.9	0.289	27.9	17
CBDDTY010004997.1	1	1000	4	319	31.9	0.354	35.1	0.25
CBDDTY010004998.1	1	1000	3	473	47.3	0.638	28.4	16
CBDDTY010004999.1	1	1000	2	291	29.1	0.373	33.4	30
CBDDTY010005000.1	1	1000	3	416	41.6	0.509	36.3	34.7
CBDDTY010005002.1	1	1000	1	155	15.5	0.155	30.7	46
CBDDTY010005005.1	1	1000	1	171	17.1	0.171	29.2	1
CBDDTY010005006.1	1	1000	1	128	12.8	0.128	17.2	21
CBDDTY010005007.1	1	1000	1	148	14.8	0.148	35.1	55
CBDDTY010005008.1	1	1000	3	375	37.5	0.659	26.6	3.67
CBDDTY010005009.1	1	1000	1	166	16.6	0.166	28.5	36
CBDDTY010005012.1	1	1000	1	228	22.8	0.228	40.7	60
CBDDTY010005013.1	1	1000	1	142	14.2	0.142	39.3	60
CBDDTY010005019.1	1	1000	1	187	18.7	0.187	33.7	14
CBDDTY010005020.1	1	1000	1	137	13.7	0.137	26	3
CBDDTY010005024.1	1	1000	2	328	32.8	0.602	31.5	60
CBDDTY010005027.1	1	1000	2	326	32.6	0.417	31.2	12
CBDDTY010005028.1	1	1000	1	189	18.9	0.189	30.4	19
CBDDTY010005029.1	1	1000	1	300	30	0.3	32.9	60
CBDDTY010005030.1	1	1000	2	337	33.7	0.337	39.4	60
CBDDTY010005031.1	1	1000	1	229	22.9	0.229	36.7	1
CBDDTY010005032.1	1	1000	4	277	27.7	0.697	34.1	44.2
CBDDTY010005033.1	1	1000	2	302	30.2	0.302	38.9	1
CBDDTY010005035.1	1	1000	3	290	29	0.47	27.4	24.7
CBDDTY010005036.1	1	1000	4	312	31.2	0.474	36.2	34.5
CBDDTY010005037.1	1	1000	1	293	29.3	0.293	33.7	26
CBDDTY010005038.1	1	1000	3	676	67.6	0.96	33.1	60
CBDDTY010005039.1	1	1000	1	85	8.5	0.085	36.2	0
CBDDTY010005041.1	1	1000	5	305	30.5	0.54	30.1	24.4
CBDDTY010005042.1	1	1000	1	150	15	0.15	28	1
CBDDTY010005043.1	1	1000	3	582	58.2	0.722	33.2	46.3
CBDDTY010005045.1	1	1000	6	476	47.6	0.842	34.6	10.2
CBDDTY010005046.1	1	1000	3	252	25.2	0.252	23.6	16.7
CBDDTY010005050.1	1	1000	1	216	21.6	0.216	28.3	29
CBDDTY010005051.1	1	1000	2	249	24.9	0.249	33.1	4.5
CBDDTY010005054.1	1	1000	1	94	9.4	0.094	27.3	15
CBDDTY010005056.1	1	1000	2	347	34.7	0.347	38.3	48.5
CBDDTY010005057.1	1	1000	1	59	5.9	0.059	38.3	1
CBDDTY010005058.1	1	1000	10	628	62.8	1.67	26.6	6.4
CBDDTY010005060.1	1	1000	3	504	50.4	0.715	26.7	54.7
CBDDTY010005062.1	1	1000	3	503	50.3	0.635	35.2	47.7
CBDDTY010005063.1	1	1000	4	660	66	0.775	28.8	33.8
CBDDTY010005066.1	1	1000	3	508	50.8	0.508	27.6	49
CBDDTY010005068.1	1	1000	1	61	6.1	0.061	31.7	1
CBDDTY010005069.1	1	1000	2	483	48.3	0.483	33.6	60
CBDDTY010005070.1	1	1000	3	391	39.1	0.475	30.6	18
CBDDTY010005071.1	1	1000	1	140	14	0.14	22.2	6
CBDDTY010005073.1	1	1000	3	532	53.2	0.532	24.9	33
CBDDTY010005075.1	1	1000	6	509	50.9	1.264	28.4	21.5
CBDDTY010005076.1	1	1000	1	139	13.9	0.139	30.2	12
CBDDTY010005078.1	1	1000	3	283	28.3	0.351	28.5	1
CBDDTY010005079.1	1	1000	1	134	13.4	0.134	24.8	0
CBDDTY010005080.1	1	1000	2	287	28.7	0.287	31.6	25.5
CBDDTY010005081.1	1	1000	1	196	19.6	0.196	34.8	15
CBDDTY010005082.1	1	1000	1	207	20.7	0.207	27.4	42
CBDDTY010005083.1	1	1000	2	186	18.6	0.186	23.9	27.5
CBDDTY010005085.1	1	1000	3	511	51.1	0.575	35.4	42.7
CBDDTY010005086.1	1	1000	2	246	24.6	0.246	29.6	20
CBDDTY010005088.1	1	1000	2	184	18.4	0.274	25.4	0.5
CBDDTY010005089.1	1	1000	1	143	14.3	0.143	36.3	30
CBDDTY010005090.1	1	1000	5	488	48.8	0.845	29.7	45.2
CBDDTY010005092.1	1	1000	5	662	66.2	0.853	29.3	11.6
CBDDTY010005096.1	1	1000	3	423	42.3	0.482	35.7	23.7
CBDDTY010005097.1	1	1000	4	219	21.9	0.669	27	6.5
